jenis_kelamin,usia,pendidikan,pekerjaan,penghasilan,domisili,durasi_internet,aktivitas_online_meningkat,emoney_pilihan1,emoney_pilihan2,emoney_pilihan3,emoney_pilihan4,emoney_pilihan5,emoney_pilihan6,emoney_pilihan7,emoney_pilihan8,emoney_pilihan9,emoney_pilihan10,emoney_pilihan11,alasan_emoney_1,alasan_emoney_2,alasan_emoney_3,alasan_emoney_4,alasan_money_5,penggunaan_emoney_1,penggunaan_emoney_2,penggunaan_emoney_3,penggunaan_emoney_4,penggunaan_emoney_5,penggunaan_emoney_6,penggunaan_emoney_7,penggunaan_emoney_8,penggunaan_emoney_9,penggunaan_emoney_10,cara_topup_emoney_1,cara_topup_emoney_2,cara_topup_emoney_3,cara_topup_emoney_4,cara_topup_emoney_5,cara_topup_emoney_6,cara_topup_emoney_7,nominal_topup,freq_topup,keluhan_emoney_1,keluhan_emoney_2,keluhan_emoney_3,keluhan_emoney_4,penggunaan_qr_1,penggunaan_qr_2,penggunaan_qr_3,penggunaan_qr_4,lokasi_qr_1,lokasi_qr_2,lokasi_qr_3,lokasi_qr_4,lokasi_qr_5
,,,,,,,,GoPay,ShopeePay,OVO,,,,,,,,,,,Promo,,,Pembelian delivery makanan,Pembayaran transportasi online,,,,,,,,,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Jarang (kurang lebih 1 kali sebulan) Sangat jarang,,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,,,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,,ShopeePay,,,,,,Tidak Menggunakan eMoney,,,,,Efisien secara waktu,Promo,,,Pembelian delivery makanan,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,,,,,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Sering (kurang lebih 1 kali seminggu),,,,,QRIS,,,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,,,,Dana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QRIS,,,,Cafe/ restaurant,,,,
,,,,,,,,GoPay,ShopeePay,,Dana,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,,Pembelian delivery makanan,,Pembayaran e-commerce,Pembayaran di restauran/ cafe,Pembelian pulsa,,Pembayaran di minimarket,Pembayaran tiket parkir,,,Mobile Banking,,,,,,,"Rp 25.000 – Rp 50.000,-",Sangat Sering (beberapa kali dalam seminggu),,,,,QRIS,,,,Cafe/ restaurant,,,,
,,,,,,,,GoPay,ShopeePay,OVO,Dana,,,,,,,,Simple,Efisien secara waktu,Promo,,,Pembelian delivery makanan,,,Pembayaran di restauran/ cafe,Pembelian pulsa,,Pembayaran di minimarket,,,,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Sering (kurang lebih 1 kali seminggu),,,,,QRIS,GoPay,,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,,OVO,,eMoney Mandiri,Flazz BCA,,,Brizzi,,,Simple,Efisien secara waktu,,,,Pembelian delivery makanan,Pembayaran transportasi online,,Pembayaran di restauran/ cafe,,Pembayaran tol,,Pembayaran tiket parkir,Pembayaran transportasi umum,,Mobile Banking,,,,,,,Rp 100.001 – Rp 150.000,Sering (kurang lebih 1 kali seminggu),,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,GoPay,,OVO,,,,,,,,,Simple,Efisien secara waktu,Promo,,,Pembelian delivery makanan,Pembayaran transportasi online,,,,,,,,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 50.001 – Rp 100.000,Hanya mengisi jika akan menggunakan,Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,,,,,,Supermarket/ Mall,,
,,,,,,,,GoPay,,OVO,,,,,,,,,Simple,Efisien secara waktu,Promo,Tidak perlu datang ke bank,,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,Pembayaran di restauran/ cafe,,,Pembayaran di minimarket,,Pembayaran transportasi umum,,Mobile Banking,Top up di minimarket,,,,,,"< Rp 25.000,-",Sangat Sering (beberapa kali dalam seminggu),,,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,Pedagang kaki lima / warung-warung pinggir jalan
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,QRIS,,,,,Mini market,,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,,,,,eMoney Mandiri,,,,,,,Simple,Efisien secara waktu,,,Aman,,,,,,Pembayaran tol,,,Pembayaran transportasi umum,,Mobile Banking,,,,,,,"Rp 25.000 – Rp 50.000,-",Hanya mengisi jika akan menggunakan,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Tidak Menggunakan eMoney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,GoPay,,OVO,,,Flazz BCA,,,,,,Simple,Efisien secara waktu,Promo,,,,Pembayaran transportasi online,,Pembayaran di restauran/ cafe,,Pembayaran tol,,Pembayaran tiket parkir,,,Mobile Banking,Top up di minimarket,ATM,,,,,> Rp 300.000,Hanya mengisi jika akan menggunakan,Aplikasi tidak bisa digunakan/ diakses,Kartu eMoney tidak terdeteksi,Telah Top Up tapi saldo tidak bertambah,,QRIS,,OVO,,Cafe/ restaurant,,,,
,,,,,,,,GoPay,ShopeePay,OVO,,eMoney Mandiri,,,,,,,Simple,Efisien secara waktu,Promo,,Aman,Pembelian delivery makanan,Pembayaran transportasi online,Pembayaran e-commerce,,,Pembayaran tol,,Pembayaran tiket parkir,Pembayaran transportasi umum,Pembayaran utilitas (PLN,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Sangat Sering (beberapa kali dalam seminggu),Aplikasi tidak bisa digunakan/ diakses,Kartu eMoney tidak terdeteksi,,,QRIS,GoPay,OVO,,Cafe/ restaurant,Mini market,Supermarket/ Mall,Tempat hiburan/ rekreasi (seperti bioskop,
,,,,,,,,,,,,eMoney Mandiri,,,,,,,,,,Tidak perlu datang ke bank,,,,,,,Pembayaran tol,,Pembayaran tiket parkir,,,Mobile Banking,,,,,,,Rp 150.001 – Rp 300.000,Hanya mengisi jika akan menggunakan,Aplikasi tidak bisa digunakan/ diakses,,,,QRIS,,,,,,Supermarket/ Mall,,
,,,,,,,,,,,,,Flazz BCA,,,,,,,Efisien secara waktu,,,,,,,,,Pembayaran tol,,,,,,Top up di minimarket,,,,,,"Rp 25.000 – Rp 50.000,-",Hanya mengisi jika akan menggunakan,,,,,,,,,,,,,
,,,,,,,,,,OVO,,eMoney Mandiri,,,,,,,Simple,,,Tidak perlu datang ke bank,,Pembelian delivery makanan,Pembayaran transportasi online,,,,,,,,Pembayaran utilitas (PLN,,,,Internet Banking,,,,Rp 100.001 – Rp 150.000,Sering (kurang lebih 1 kali seminggu),,Kartu eMoney tidak terdeteksi,,,QRIS,,,,Cafe/ restaurant,Mini market,Supermarket/ Mall,,
